country,day,domestic_flights,international_departures,international_arrivals,total_flights
Malta,2020-04-27,0.0,3.0,3.0,6.0
Malta,2020-04-28,1.0,4.0,4.0,9.0
Malta,2020-04-29,1.0,5.0,6.0,12.0
Malta,2020-04-30,0.0,5.0,3.0,8.0
Mauritania,2020-04-17,0.0,,,
Mexico,2020-02-01,4.0,21.0,63.0,88.0
Mexico,2020-02-02,3.0,19.0,57.0,79.0
Mexico,2020-02-03,4.0,17.0,39.0,60.0
Mexico,2020-02-04,3.0,6.0,44.0,53.0
Mexico,2020-02-05,3.0,11.0,34.0,48.0
Mexico,2020-02-06,1.0,13.0,48.0,62.0
Mexico,2020-02-07,9.0,18.0,60.0,87.0
Mexico,2020-02-08,3.0,23.0,56.0,82.0
Mexico,2020-02-09,3.0,14.0,42.0,59.0
Mexico,2020-02-10,1.0,9.0,41.0,51.0
Mexico,2020-02-11,4.0,8.0,26.0,38.0
Mexico,2020-02-12,3.0,14.0,27.0,44.0
Mexico,2020-02-13,4.0,10.0,40.0,54.0
Mexico,2020-02-14,2.0,14.0,44.0,60.0
Mexico,2020-02-15,1.0,16.0,61.0,78.0
Mexico,2020-02-16,2.0,19.0,44.0,65.0
Mexico,2020-02-17,3.0,20.0,44.0,67.0
Mexico,2020-02-18,6.0,17.0,43.0,66.0
Mexico,2020-02-19,5.0,24.0,44.0,73.0
Mexico,2020-02-20,5.0,28.0,58.0,91.0
Mexico,2020-02-21,13.0,21.0,68.0,102.0
Mexico,2020-02-22,11.0,34.0,94.0,139.0
Mexico,2020-02-23,9.0,42.0,62.0,113.0
Mexico,2020-02-24,7.0,36.0,51.0,94.0
Mexico,2020-02-25,2.0,35.0,36.0,73.0
Mexico,2020-02-26,5.0,43.0,47.0,95.0
Mexico,2020-02-27,14.0,31.0,63.0,108.0
Mexico,2020-02-28,7.0,15.0,11.0,33.0
Mexico,2020-03-01,1.0,3.0,3.0,7.0
Mexico,2020-03-04,2.0,4.0,3.0,9.0
Mexico,2020-03-05,1.0,5.0,3.0,9.0
Mexico,2020-03-06,2.0,3.0,4.0,9.0
Mexico,2020-03-07,1.0,4.0,0.0,5.0
Mexico,2020-03-08,1.0,0.0,4.0,5.0
Mexico,2020-03-09,1.0,1.0,2.0,4.0
Mexico,2020-03-10,2.0,5.0,5.0,12.0
Mexico,2020-03-12,1.0,4.0,5.0,10.0
Mexico,2020-03-13,0.0,3.0,3.0,6.0
Mexico,2020-03-14,1.0,3.0,1.0,5.0
Mexico,2020-03-15,1.0,1.0,1.0,3.0
Mexico,2020-03-16,0.0,1.0,0.0,1.0
Mexico,2020-03-17,2.0,1.0,2.0,5.0
Mexico,2020-03-19,1.0,3.0,2.0,6.0
Mexico,2020-03-21,1.0,2.0,,
Mexico,2020-03-24,2.0,5.0,2.0,9.0
Mexico,2020-03-28,0.0,0.0,0.0,0.0
Mexico,2020-04-05,0.0,0.0,1.0,1.0
Mexico,2020-04-08,0.0,2.0,2.0,4.0
Mexico,2020-04-11,0.0,1.0,0.0,1.0
Mexico,2020-04-15,0.0,2.0,2.0,4.0
Mexico,2020-04-16,0.0,1.0,2.0,3.0
Mexico,2020-04-28,0.0,1.0,0.0,1.0
Mexico,2020-04-29,0.0,0.0,2.0,2.0
Mexico,2020-04-30,1.0,1.0,0.0,2.0
Morocco,2020-02-01,1.0,65.0,31.0,97.0
Morocco,2020-02-02,3.0,66.0,30.0,99.0
Morocco,2020-02-03,3.0,58.0,24.0,85.0
Morocco,2020-02-04,3.0,54.0,28.0,85.0
Morocco,2020-02-05,5.0,53.0,38.0,96.0
Morocco,2020-02-06,3.0,52.0,42.0,97.0
Morocco,2020-02-07,1.0,69.0,23.0,93.0
Morocco,2020-02-08,4.0,73.0,31.0,108.0
Morocco,2020-02-09,4.0,63.0,25.0,92.0
Morocco,2020-02-10,3.0,71.0,23.0,97.0
Morocco,2020-02-11,1.0,52.0,21.0,74.0
Morocco,2020-02-12,4.0,59.0,22.0,85.0
Morocco,2020-02-13,4.0,64.0,21.0,89.0
Morocco,2020-02-14,2.0,68.0,29.0,99.0
Morocco,2020-02-15,2.0,65.0,32.0,99.0
Morocco,2020-02-17,3.0,69.0,27.0,99.0
Morocco,2020-02-18,2.0,45.0,23.0,70.0
Morocco,2020-02-19,5.0,50.0,31.0,86.0
Morocco,2020-02-20,1.0,55.0,30.0,86.0
Morocco,2020-02-21,3.0,55.0,42.0,100.0
Morocco,2020-02-22,1.0,71.0,36.0,108.0
Morocco,2020-02-23,1.0,69.0,49.0,119.0
Morocco,2020-02-24,2.0,72.0,31.0,105.0
Morocco,2020-02-25,6.0,59.0,19.0,84.0
Morocco,2020-02-26,2.0,67.0,22.0,91.0
Morocco,2020-02-27,4.0,70.0,23.0,97.0
Morocco,2020-02-28,1.0,74.0,40.0,115.0
Morocco,2020-03-01,1.0,81.0,23.0,105.0
Morocco,2020-03-02,3.0,78.0,28.0,109.0
Morocco,2020-03-03,1.0,63.0,23.0,87.0
Morocco,2020-03-04,2.0,70.0,26.0,98.0
Morocco,2020-03-05,2.0,61.0,9.0,72.0
Morocco,2020-03-06,2.0,68.0,17.0,87.0
Morocco,2020-03-08,4.0,81.0,27.0,112.0
Morocco,2020-03-09,4.0,70.0,34.0,108.0
Morocco,2020-03-10,3.0,45.0,13.0,61.0
Morocco,2020-03-11,3.0,43.0,34.0,80.0
Morocco,2020-03-12,1.0,56.0,34.0,91.0
Morocco,2020-03-13,1.0,51.0,33.0,85.0
Morocco,2020-03-14,8.0,44.0,23.0,75.0
Morocco,2020-03-15,2.0,30.0,27.0,59.0
Morocco,2020-03-16,2.0,16.0,12.0,30.0
Morocco,2020-03-18,3.0,10.0,6.0,19.0
Morocco,2020-03-19,1.0,18.0,6.0,25.0
Morocco,2020-03-20,1.0,13.0,3.0,17.0
Morocco,2020-03-27,1.0,1.0,,
Morocco,2020-04-07,1.0,4.0,1.0,6.0
Morocco,2020-04-08,1.0,4.0,1.0,6.0
Morocco,2020-04-10,4.0,4.0,3.0,11.0
Morocco,2020-04-14,1.0,4.0,2.0,7.0
Morocco,2020-04-21,2.0,6.0,2.0,10.0
Morocco,2020-04-22,1.0,5.0,3.0,9.0
Morocco,2020-04-23,4.0,2.0,2.0,8.0
Morocco,2020-04-24,1.0,7.0,6.0,14.0
Morocco,2020-04-28,1.0,7.0,7.0,15.0
Morocco,2020-04-30,2.0,4.0,3.0,9.0
Nepal,2020-02-01,3.0,24.0,17.0,44.0
Nepal,2020-02-02,3.0,12.0,11.0,26.0
Nepal,2020-02-03,0.0,19.0,11.0,30.0
Nepal,2020-02-04,2.0,24.0,16.0,42.0
Nepal,2020-02-05,1.0,23.0,12.0,36.0
Nepal,2020-02-06,2.0,17.0,11.0,30.0
Nepal,2020-02-07,1.0,8.0,10.0,19.0
Nepal,2020-02-08,5.0,23.0,18.0,46.0
Nepal,2020-02-09,1.0,13.0,7.0,21.0
Nepal,2020-02-10,2.0,12.0,11.0,25.0
Nepal,2020-02-11,4.0,26.0,21.0,51.0
Nepal,2020-02-12,3.0,21.0,15.0,39.0
Nepal,2020-02-13,1.0,7.0,8.0,16.0
Nepal,2020-02-14,1.0,9.0,9.0,19.0
Nepal,2020-02-15,1.0,28.0,16.0,45.0
Nepal,2020-02-16,2.0,10.0,6.0,18.0
Nepal,2020-03-03,2.0,28.0,26.0,56.0
Nepal,2020-03-05,3.0,23.0,24.0,50.0
Nepal,2020-03-07,2.0,7.0,9.0,18.0
Nepal,2020-03-08,2.0,16.0,8.0,26.0
Nepal,2020-03-09,2.0,25.0,20.0,47.0
Nepal,2020-03-11,1.0,11.0,8.0,20.0
Nepal,2020-03-12,2.0,23.0,19.0,44.0
Netherlands,2020-02-01,6.0,371.0,349.0,726.0
Netherlands,2020-02-02,7.0,451.0,405.0,863.0
Netherlands,2020-02-03,13.0,514.0,454.0,981.0
Netherlands,2020-02-04,11.0,444.0,413.0,868.0
Netherlands,2020-02-05,11.0,455.0,386.0,852.0
Netherlands,2020-02-06,15.0,496.0,439.0,950.0
Netherlands,2020-02-07,11.0,517.0,435.0,963.0
Netherlands,2020-02-08,7.0,401.0,327.0,735.0
Netherlands,2020-02-09,2.0,397.0,340.0,739.0
Netherlands,2020-02-10,3.0,416.0,413.0,832.0
Netherlands,2020-02-11,11.0,419.0,418.0,848.0
Netherlands,2020-02-12,13.0,458.0,439.0,910.0
Netherlands,2020-02-13,23.0,508.0,511.0,1042.0
Netherlands,2020-02-14,12.0,522.0,498.0,1032.0
Netherlands,2020-02-15,2.0,415.0,353.0,770.0
Netherlands,2020-02-16,3.0,486.0,417.0,906.0
Netherlands,2020-02-17,14.0,536.0,474.0,1024.0
Netherlands,2020-02-18,9.0,456.0,386.0,851.0
Netherlands,2020-02-19,12.0,497.0,436.0,945.0
Netherlands,2020-02-20,17.0,505.0,442.0,964.0
Netherlands,2020-02-21,12.0,537.0,461.0,1010.0
Netherlands,2020-02-22,5.0,457.0,403.0,865.0
Netherlands,2020-02-23,7.0,440.0,411.0,858.0
Netherlands,2020-02-24,12.0,549.0,476.0,1037.0
Netherlands,2020-02-25,7.0,492.0,436.0,935.0
Netherlands,2020-02-26,19.0,488.0,458.0,965.0
Netherlands,2020-02-27,13.0,524.0,458.0,995.0
Netherlands,2020-02-28,10.0,540.0,442.0,992.0
Netherlands,2020-02-29,10.0,444.0,384.0,838.0
Netherlands,2020-03-01,5.0,516.0,433.0,954.0
Netherlands,2020-03-02,22.0,548.0,471.0,1041.0
Netherlands,2020-03-03,18.0,482.0,413.0,913.0
Netherlands,2020-03-04,16.0,495.0,430.0,941.0
Netherlands,2020-03-05,14.0,524.0,465.0,1003.0
Netherlands,2020-03-06,15.0,540.0,533.0,1088.0
Netherlands,2020-03-07,14.0,429.0,384.0,827.0
Netherlands,2020-03-08,6.0,509.0,416.0,931.0
Netherlands,2020-03-09,17.0,529.0,434.0,980.0
Netherlands,2020-03-10,21.0,463.0,416.0,900.0
Netherlands,2020-03-11,12.0,483.0,388.0,883.0
Netherlands,2020-03-12,9.0,497.0,435.0,941.0
Netherlands,2020-03-13,14.0,509.0,474.0,997.0
Netherlands,2020-03-14,6.0,392.0,353.0,751.0
Netherlands,2020-03-15,5.0,467.0,370.0,842.0
Netherlands,2020-03-16,10.0,446.0,372.0,828.0
Netherlands,2020-03-17,6.0,331.0,276.0,613.0
Netherlands,2020-03-18,7.0,257.0,223.0,487.0
Netherlands,2020-03-19,11.0,269.0,264.0,544.0
Netherlands,2020-03-20,9.0,247.0,277.0,533.0
Netherlands,2020-03-21,5.0,181.0,184.0,370.0
Netherlands,2020-03-22,5.0,200.0,206.0,411.0
Netherlands,2020-03-23,5.0,139.0,106.0,250.0
Netherlands,2020-03-24,9.0,118.0,92.0,219.0
Netherlands,2020-03-25,10.0,115.0,104.0,229.0
Netherlands,2020-03-26,7.0,120.0,119.0,246.0
Netherlands,2020-03-27,6.0,111.0,117.0,234.0
Netherlands,2020-03-28,3.0,78.0,75.0,156.0
Netherlands,2020-03-29,4.0,69.0,69.0,142.0
Netherlands,2020-03-30,5.0,66.0,56.0,127.0
Netherlands,2020-03-31,14.0,58.0,62.0,134.0
Netherlands,2020-04-01,6.0,57.0,46.0,109.0
Netherlands,2020-04-02,3.0,64.0,48.0,115.0
Netherlands,2020-04-03,4.0,61.0,62.0,127.0
Netherlands,2020-04-04,2.0,52.0,46.0,100.0
Netherlands,2020-04-05,5.0,51.0,56.0,112.0
Netherlands,2020-04-06,7.0,60.0,47.0,114.0
Netherlands,2020-04-07,4.0,49.0,45.0,98.0
Netherlands,2020-04-08,5.0,44.0,46.0,95.0
Netherlands,2020-04-09,5.0,56.0,55.0,116.0
Netherlands,2020-04-10,10.0,51.0,49.0,110.0
Netherlands,2020-04-11,2.0,39.0,47.0,88.0
Netherlands,2020-04-12,1.0,49.0,46.0,96.0
Netherlands,2020-04-13,3.0,44.0,39.0,86.0
Netherlands,2020-04-14,6.0,36.0,35.0,77.0
Netherlands,2020-04-15,3.0,47.0,46.0,96.0
Netherlands,2020-04-16,7.0,53.0,47.0,107.0
Netherlands,2020-04-17,6.0,48.0,51.0,105.0
Netherlands,2020-04-18,2.0,48.0,51.0,101.0
Netherlands,2020-04-19,2.0,52.0,51.0,105.0
Netherlands,2020-04-20,5.0,53.0,45.0,103.0
Netherlands,2020-04-21,5.0,52.0,57.0,114.0
Netherlands,2020-04-22,6.0,47.0,49.0,102.0
Netherlands,2020-04-23,13.0,64.0,58.0,135.0
Netherlands,2020-04-24,5.0,49.0,52.0,106.0
Netherlands,2020-04-25,1.0,58.0,63.0,122.0
Netherlands,2020-04-26,1.0,67.0,68.0,136.0
Netherlands,2020-04-27,4.0,59.0,53.0,116.0
Netherlands,2020-04-28,5.0,48.0,45.0,98.0
Netherlands,2020-04-29,6.0,59.0,59.0,124.0
Netherlands,2020-04-30,7.0,69.0,61.0,137.0
New Zealand,2020-02-01,140.0,85.0,80.0,305.0
New Zealand,2020-02-02,216.0,75.0,83.0,374.0
New Zealand,2020-02-03,226.0,80.0,87.0,393.0
New Zealand,2020-02-04,248.0,72.0,77.0,397.0
New Zealand,2020-02-05,266.0,90.0,86.0,442.0
New Zealand,2020-02-06,295.0,92.0,85.0,472.0
New Zealand,2020-02-07,274.0,89.0,98.0,461.0
New Zealand,2020-02-08,180.0,85.0,82.0,347.0
New Zealand,2020-02-09,262.0,82.0,86.0,430.0
New Zealand,2020-02-10,261.0,83.0,90.0,434.0
New Zealand,2020-02-11,297.0,74.0,76.0,447.0
New Zealand,2020-02-12,303.0,81.0,88.0,472.0
New Zealand,2020-02-13,331.0,91.0,87.0,509.0
New Zealand,2020-02-14,321.0,86.0,88.0,495.0
New Zealand,2020-02-15,174.0,69.0,60.0,303.0
New Zealand,2020-02-16,300.0,84.0,92.0,476.0
New Zealand,2020-02-17,289.0,78.0,88.0,455.0
New Zealand,2020-02-18,290.0,76.0,78.0,444.0
New Zealand,2020-02-19,333.0,81.0,80.0,494.0
New Zealand,2020-02-20,340.0,87.0,85.0,512.0
New Zealand,2020-02-21,292.0,78.0,87.0,457.0
New Zealand,2020-02-22,193.0,87.0,79.0,359.0
New Zealand,2020-02-23,344.0,84.0,85.0,513.0
New Zealand,2020-02-24,328.0,81.0,87.0,496.0
New Zealand,2020-02-25,309.0,74.0,74.0,457.0
New Zealand,2020-02-26,299.0,75.0,80.0,454.0
New Zealand,2020-02-27,325.0,91.0,87.0,503.0
New Zealand,2020-02-28,301.0,79.0,91.0,471.0
New Zealand,2020-02-29,205.0,87.0,78.0,370.0
New Zealand,2020-03-01,303.0,80.0,84.0,467.0
New Zealand,2020-03-02,297.0,73.0,84.0,454.0
New Zealand,2020-03-03,290.0,71.0,71.0,432.0
New Zealand,2020-03-04,341.0,84.0,72.0,497.0
New Zealand,2020-03-05,343.0,87.0,87.0,517.0
New Zealand,2020-03-06,297.0,80.0,85.0,462.0
New Zealand,2020-03-07,179.0,76.0,72.0,327.0
New Zealand,2020-03-08,274.0,71.0,83.0,428.0
New Zealand,2020-03-09,239.0,70.0,75.0,384.0
New Zealand,2020-03-10,286.0,69.0,65.0,420.0
New Zealand,2020-03-11,278.0,81.0,69.0,428.0
New Zealand,2020-03-12,274.0,82.0,69.0,425.0
New Zealand,2020-03-13,256.0,72.0,69.0,397.0
New Zealand,2020-03-14,155.0,68.0,68.0,291.0
New Zealand,2020-03-15,244.0,73.0,71.0,388.0
New Zealand,2020-03-16,236.0,78.0,72.0,386.0
New Zealand,2020-03-17,226.0,73.0,62.0,361.0
New Zealand,2020-03-18,236.0,65.0,69.0,370.0
New Zealand,2020-03-19,266.0,68.0,65.0,399.0
New Zealand,2020-03-20,250.0,59.0,60.0,369.0
New Zealand,2020-03-21,145.0,63.0,58.0,266.0
New Zealand,2020-03-22,252.0,47.0,53.0,352.0
New Zealand,2020-03-23,257.0,50.0,51.0,358.0
New Zealand,2020-03-24,250.0,43.0,41.0,334.0
New Zealand,2020-03-25,245.0,33.0,31.0,309.0
New Zealand,2020-03-26,232.0,29.0,23.0,284.0
New Zealand,2020-03-27,190.0,22.0,22.0,234.0
New Zealand,2020-03-28,65.0,21.0,22.0,108.0
New Zealand,2020-03-29,70.0,15.0,13.0,98.0
New Zealand,2020-03-30,61.0,8.0,10.0,79.0
New Zealand,2020-03-31,51.0,10.0,9.0,70.0
New Zealand,2020-04-01,59.0,7.0,10.0,76.0
New Zealand,2020-04-02,56.0,10.0,10.0,76.0
New Zealand,2020-04-03,17.0,10.0,9.0,36.0
New Zealand,2020-04-04,14.0,7.0,7.0,28.0
New Zealand,2020-04-05,20.0,8.0,10.0,38.0
New Zealand,2020-04-06,38.0,12.0,14.0,64.0
New Zealand,2020-04-07,33.0,15.0,13.0,61.0
New Zealand,2020-04-08,31.0,11.0,14.0,56.0
New Zealand,2020-04-09,34.0,15.0,12.0,61.0
New Zealand,2020-04-10,18.0,12.0,14.0,44.0
New Zealand,2020-04-11,21.0,14.0,10.0,45.0
New Zealand,2020-04-12,23.0,12.0,13.0,48.0
New Zealand,2020-04-13,23.0,13.0,6.0,42.0
New Zealand,2020-04-14,30.0,10.0,11.0,51.0
New Zealand,2020-04-15,31.0,9.0,13.0,53.0
New Zealand,2020-04-16,29.0,12.0,8.0,49.0
New Zealand,2020-04-17,25.0,6.0,6.0,37.0
New Zealand,2020-04-18,21.0,13.0,14.0,48.0
New Zealand,2020-04-19,18.0,11.0,10.0,39.0
New Zealand,2020-04-20,27.0,12.0,9.0,48.0
New Zealand,2020-04-21,29.0,10.0,8.0,47.0
New Zealand,2020-04-22,27.0,5.0,7.0,39.0
New Zealand,2020-04-23,24.0,11.0,7.0,42.0
New Zealand,2020-04-24,22.0,7.0,8.0,37.0
New Zealand,2020-04-25,12.0,12.0,9.0,33.0
New Zealand,2020-04-26,18.0,8.0,13.0,39.0
New Zealand,2020-04-27,26.0,9.0,11.0,46.0
New Zealand,2020-04-28,42.0,13.0,9.0,64.0
New Zealand,2020-04-29,36.0,4.0,8.0,48.0
New Zealand,2020-04-30,41.0,14.0,13.0,68.0
Nicaragua,2020-02-01,0.0,4.0,5.0,9.0
Nicaragua,2020-02-02,0.0,0.0,1.0,1.0
Nicaragua,2020-02-03,1.0,0.0,3.0,4.0
Nicaragua,2020-02-04,1.0,4.0,5.0,10.0
Nicaragua,2020-02-05,0.0,4.0,4.0,8.0
Nicaragua,2020-02-06,0.0,3.0,2.0,5.0
Nicaragua,2020-02-07,0.0,5.0,5.0,10.0
Nicaragua,2020-02-08,0.0,1.0,3.0,4.0
Nicaragua,2020-02-10,1.0,0.0,1.0,2.0
Nicaragua,2020-02-11,1.0,2.0,3.0,6.0
Nicaragua,2020-02-12,0.0,2.0,2.0,4.0
Nicaragua,2020-02-14,0.0,1.0,6.0,7.0
Nicaragua,2020-02-16,1.0,2.0,2.0,5.0
Nicaragua,2020-02-17,0.0,1.0,0.0,1.0
Nicaragua,2020-02-18,0.0,1.0,7.0,8.0
Nicaragua,2020-02-20,0.0,4.0,5.0,9.0
Nicaragua,2020-02-22,0.0,8.0,11.0,19.0
Nicaragua,2020-02-23,0.0,5.0,9.0,14.0
Nicaragua,2020-02-26,0.0,1.0,5.0,6.0
Nicaragua,2020-02-28,0.0,2.0,8.0,10.0
Nicaragua,2020-02-29,0.0,2.0,3.0,5.0
Nicaragua,2020-03-01,0.0,0.0,2.0,2.0
Nicaragua,2020-03-02,0.0,0.0,3.0,3.0
Nicaragua,2020-03-04,0.0,2.0,4.0,6.0
Nicaragua,2020-03-06,2.0,8.0,4.0,14.0
Nicaragua,2020-03-07,0.0,5.0,6.0,11.0
Nicaragua,2020-03-08,0.0,3.0,3.0,6.0
Nicaragua,2020-03-10,0.0,1.0,7.0,8.0
Nicaragua,2020-03-11,0.0,3.0,4.0,7.0
Nicaragua,2020-03-14,0.0,2.0,2.0,4.0
Nicaragua,2020-03-17,0.0,2.0,11.0,13.0
Nicaragua,2020-03-20,0.0,1.0,10.0,11.0
Nicaragua,2020-03-21,0.0,0.0,3.0,3.0
Nicaragua,2020-03-27,0.0,3.0,0.0,3.0
Nicaragua,2020-03-31,0.0,2.0,4.0,6.0
Nicaragua,2020-04-01,0.0,2.0,5.0,7.0
Nicaragua,2020-04-02,0.0,0.0,3.0,3.0
Nicaragua,2020-04-04,0.0,3.0,2.0,5.0
Nicaragua,2020-04-05,0.0,1.0,1.0,2.0
Nicaragua,2020-04-06,0.0,0.0,1.0,1.0
Nicaragua,2020-04-07,0.0,2.0,4.0,6.0
Nicaragua,2020-04-08,0.0,4.0,7.0,11.0
Nicaragua,2020-04-09,0.0,1.0,9.0,10.0
Nicaragua,2020-04-10,0.0,3.0,10.0,13.0
Nicaragua,2020-04-11,0.0,1.0,1.0,2.0
Nicaragua,2020-04-12,0.0,1.0,3.0,4.0
Nicaragua,2020-04-14,0.0,2.0,7.0,9.0
Nicaragua,2020-04-15,0.0,0.0,5.0,5.0
Nicaragua,2020-04-16,1.0,2.0,6.0,9.0
Nicaragua,2020-04-17,0.0,1.0,3.0,4.0
Nicaragua,2020-04-18,0.0,2.0,4.0,6.0
Nicaragua,2020-04-19,0.0,2.0,2.0,4.0
Nicaragua,2020-04-20,0.0,1.0,2.0,3.0
Nicaragua,2020-04-21,0.0,2.0,10.0,12.0
Nicaragua,2020-04-22,0.0,1.0,2.0,3.0
Nicaragua,2020-04-23,0.0,4.0,4.0,8.0
Nicaragua,2020-04-24,0.0,3.0,3.0,6.0
Nicaragua,2020-04-25,0.0,1.0,3.0,4.0
Nicaragua,2020-04-26,0.0,0.0,1.0,1.0
Nicaragua,2020-04-27,0.0,1.0,6.0,7.0
Nicaragua,2020-04-29,0.0,2.0,4.0,6.0
Nicaragua,2020-04-30,0.0,1.0,7.0,8.0
Norway,2020-02-01,41.0,103.0,113.0,257.0
Norway,2020-02-02,104.0,154.0,165.0,423.0
Norway,2020-02-03,126.0,180.0,181.0,487.0
Norway,2020-02-04,153.0,146.0,162.0,461.0
Norway,2020-02-05,167.0,155.0,182.0,504.0
Norway,2020-02-06,167.0,173.0,180.0,520.0
Norway,2020-02-07,159.0,175.0,186.0,520.0
Norway,2020-02-08,45.0,113.0,116.0,274.0
Norway,2020-02-09,90.0,152.0,168.0,410.0
Norway,2020-02-10,119.0,161.0,176.0,456.0
Norway,2020-02-11,125.0,151.0,169.0,445.0
Norway,2020-02-12,141.0,157.0,182.0,480.0
Norway,2020-02-13,140.0,180.0,174.0,494.0
Norway,2020-02-14,129.0,178.0,197.0,504.0
Norway,2020-02-15,49.0,121.0,127.0,297.0
Norway,2020-02-16,97.0,163.0,182.0,442.0
Norway,2020-02-17,126.0,183.0,178.0,487.0
Norway,2020-02-18,128.0,145.0,165.0,438.0
Norway,2020-02-19,137.0,162.0,180.0,479.0
Norway,2020-02-20,190.0,180.0,188.0,558.0
Norway,2020-02-21,169.0,192.0,194.0,555.0
Norway,2020-02-22,62.0,139.0,134.0,335.0
Norway,2020-02-23,147.0,180.0,191.0,518.0
Norway,2020-02-24,164.0,171.0,196.0,531.0
Norway,2020-02-25,152.0,158.0,175.0,485.0
Norway,2020-02-26,156.0,189.0,189.0,534.0
Norway,2020-02-27,167.0,180.0,184.0,531.0
Norway,2020-02-28,174.0,175.0,199.0,548.0
Norway,2020-02-29,53.0,131.0,127.0,311.0
Norway,2020-03-01,130.0,142.0,188.0,460.0
Norway,2020-03-02,201.0,191.0,192.0,584.0
Norway,2020-03-03,196.0,176.0,181.0,553.0
Norway,2020-03-04,213.0,186.0,185.0,584.0
Norway,2020-03-05,193.0,183.0,190.0,566.0
Norway,2020-03-06,184.0,191.0,193.0,568.0
Norway,2020-03-07,61.0,119.0,124.0,304.0
Norway,2020-03-08,137.0,163.0,193.0,493.0
Norway,2020-03-09,192.0,187.0,187.0,566.0
Norway,2020-03-10,203.0,144.0,186.0,533.0
Norway,2020-03-11,206.0,150.0,171.0,527.0
Norway,2020-03-12,207.0,162.0,188.0,557.0
Norway,2020-03-13,142.0,183.0,181.0,506.0
Norway,2020-03-14,65.0,109.0,105.0,279.0
Norway,2020-03-15,134.0,147.0,156.0,437.0
Norway,2020-03-16,126.0,124.0,114.0,364.0
Norway,2020-03-17,95.0,83.0,83.0,261.0
Norway,2020-03-18,82.0,69.0,75.0,226.0
Norway,2020-03-19,85.0,62.0,68.0,215.0
Norway,2020-03-20,86.0,63.0,68.0,217.0
Norway,2020-03-21,29.0,40.0,59.0,128.0
Norway,2020-03-22,55.0,37.0,53.0,145.0
Norway,2020-03-23,55.0,25.0,27.0,107.0
Norway,2020-03-24,27.0,23.0,24.0,74.0
Norway,2020-03-25,64.0,27.0,24.0,115.0
Norway,2020-03-26,80.0,28.0,28.0,136.0
Norway,2020-03-27,76.0,22.0,26.0,124.0
Norway,2020-03-28,23.0,16.0,16.0,55.0
Norway,2020-03-29,66.0,15.0,17.0,98.0
Norway,2020-03-30,71.0,18.0,16.0,105.0
Norway,2020-03-31,66.0,12.0,20.0,98.0
Norway,2020-04-01,64.0,19.0,14.0,97.0
Norway,2020-04-02,67.0,18.0,20.0,105.0
Norway,2020-04-03,63.0,16.0,18.0,97.0
Norway,2020-04-04,27.0,10.0,12.0,49.0
Norway,2020-04-05,56.0,13.0,13.0,82.0
Norway,2020-04-06,84.0,15.0,14.0,113.0
Norway,2020-04-07,77.0,15.0,19.0,111.0
Norway,2020-04-08,73.0,14.0,14.0,101.0
Norway,2020-04-09,61.0,11.0,11.0,83.0
Norway,2020-04-10,52.0,7.0,7.0,66.0
Norway,2020-04-11,16.0,6.0,8.0,30.0
Norway,2020-04-12,45.0,8.0,7.0,60.0
Norway,2020-04-13,60.0,12.0,10.0,82.0
Norway,2020-04-14,70.0,15.0,12.0,97.0
Norway,2020-04-15,80.0,15.0,15.0,110.0
Norway,2020-04-16,79.0,10.0,9.0,98.0
Norway,2020-04-17,66.0,15.0,14.0,95.0
Norway,2020-04-18,21.0,10.0,11.0,42.0
Norway,2020-04-19,59.0,8.0,10.0,77.0
Norway,2020-04-20,76.0,15.0,15.0,106.0
Norway,2020-04-21,83.0,13.0,20.0,116.0
Norway,2020-04-22,78.0,16.0,14.0,108.0
Norway,2020-04-23,86.0,12.0,14.0,112.0
Norway,2020-04-24,66.0,13.0,18.0,97.0
Norway,2020-04-25,21.0,14.0,12.0,47.0
Norway,2020-04-26,38.0,10.0,11.0,59.0
Norway,2020-04-27,60.0,12.0,10.0,82.0
Norway,2020-04-28,66.0,11.0,16.0,93.0
Norway,2020-04-29,75.0,21.0,21.0,117.0
Norway,2020-04-30,64.0,10.0,13.0,87.0
Pakistan,2020-02-17,1.0,7.0,5.0,13.0
Pakistan,2020-02-23,0.0,6.0,9.0,15.0
Pakistan,2020-02-26,1.0,5.0,9.0,15.0
Peru,2020-02-01,23.0,57.0,50.0,130.0
Peru,2020-02-02,12.0,46.0,47.0,105.0
Peru,2020-02-03,16.0,55.0,47.0,118.0
Peru,2020-02-04,38.0,53.0,49.0,140.0
Peru,2020-02-05,36.0,49.0,51.0,136.0
Peru,2020-02-06,43.0,62.0,45.0,150.0
Peru,2020-02-07,35.0,47.0,47.0,129.0
Peru,2020-02-08,24.0,62.0,55.0,141.0
Peru,2020-02-09,27.0,55.0,55.0,137.0
Peru,2020-02-10,30.0,53.0,48.0,131.0
Peru,2020-02-11,37.0,59.0,51.0,147.0
Peru,2020-02-12,28.0,46.0,47.0,121.0
Peru,2020-02-13,26.0,59.0,50.0,135.0
Peru,2020-02-14,23.0,50.0,47.0,120.0
Peru,2020-02-15,17.0,53.0,27.0,97.0
Peru,2020-02-16,12.0,56.0,46.0,114.0
Peru,2020-02-17,6.0,48.0,35.0,89.0
Peru,2020-02-18,11.0,12.0,10.0,33.0
Peru,2020-02-19,17.0,47.0,43.0,107.0
